web-scraper-order,web-scraper-start-url,link,link-href,name,price,capacity,interface,readspeed,writespeed,image-src
"1698419557-119","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/460202-dysk-ssd-adata-256gb-m2-pcie-nvme-xpg-sx6000-pro.html","ADATA 256GB M.2 PCIe NVMe XPG SX6000 Pro","109,00 zł","256 GB","PCIe NVMe 3.0 x4","2100 MB/s","1200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/11/pr_2018_11_5_15_14_50_395_04.jpg"
"1698419561-120","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/474476-dysk-ssd-adata-960gb-25-sata-ssd-ultimate-su630.html","ADATA 960GB 2,5"" SATA SSD Ultimate SU630","239,00 zł","960 GB","2,5"" SATA","520 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_21_12_45_52_995_02.jpg"
"1698419564-121","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/474479-dysk-ssd-adata-240gb-25-sata-ssd-ultimate-su630.html","ADATA 240GB 2,5"" SATA SSD Ultimate SU630","86,99 zł","240 GB","2,5"" SATA","520 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_21_12_45_52_995_02.jpg"
"1698419568-122","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/500607-dysk-ssd-adata-256gb-m2-pcie-nvme-xpg-spectrix-s40g-rgb.html","ADATA 256GB M.2 PCIe NVMe  XPG SPECTRIX S40G RGB","149,00 zł","256 GB","PCIe NVMe 3.0 x4","3500 MB/s","1200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/6/pr_2019_6_7_8_37_14_813_00.jpg"
"1698419571-123","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/513428-dysk-ssd-kingston-480gb-25-sata-ssd-dc500r.html","Kingston 480GB 2,5"" SATA SSD DC500R","369,00 zł","480 GB","2,5"" SATA","555 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/8/pr_2019_8_30_8_1_43_290_02.jpg"
"1698419575-124","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/523935-dysk-ssd-kingston-2tb-25-sata-ssd-kc600.html","Kingston 2TB 2,5"" SATA SSD KC600","919,00 zł","2000 GB","2,5"" SATA","550 MB/s","520 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_24_12_7_15_809_03.jpg"
"1698419578-125","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/622636-dysk-ssd-patriot-240gb-25-sata-ssd-burst-elite.html","Patriot 240GB 2,5"" SATA SSD BURST ELITE","91,99 zł","240 GB","2,5"" SATA","450 MB/s","320 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_29_12_15_10_665_00.jpg"
"1698419582-126","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/632706-dysk-ssd-corsair-1tb-m2-pcie-gen4-nvme-mp600-pro.html","Corsair 1TB M.2 PCIe Gen4 NVMe MP600 Pro","389,00 zł","1000 GB","PCIe NVMe 4.0 x4","7000 MB/s","5500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_27_10_37_12_392_00.jpg"
"1698419586-127","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/649924-dysk-ssd-silicon-power-512gb-m2-pcie-nvme-xd80.html","Silicon Power 512GB M.2 PCIe NVMe XD80","209,00 zł","512 GB","PCIe NVMe 3.0 x4","3400 MB/s","2300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_5_12_51_15_559_01.jpg"
"1698419590-128","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/672273-dysk-ssd-seagate-500gb-m2-pcie-gen4-nvme-firecuda-530.html","Seagate 500GB M.2 PCIe Gen4 NVMe FireCuda 530","269,00 zł","500 GB","PCIe NVMe 4.0 x4","7000 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_5_10_23_10_572_03.jpg"
"1698419594-129","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/672276-dysk-ssd-seagate-1tb-m2-pcie-gen4-nvme-firecuda-530.html","Seagate 1TB M.2 PCIe Gen4 NVMe FireCuda 530","339,00 zł","1000 GB","PCIe NVMe 4.0 x4","7300 MB/s","6000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_5_10_23_10_572_03.jpg"
"1698419599-130","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/696580-dysk-ssd-wd-2tb-25-sata-ssd-green.html","WD 2TB 2,5"" SATA SSD Green","599,00 zł","2000 GB","2,5"" SATA","545 MB/s","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_10_8_19_29_406_00.jpg"
"1698419602-131","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700002-dysk-ssd-transcend-128gb-m2-sata-ssd-830s.html","Transcend 128GB M.2 SATA SSD 830S","88,99 zł","128 GB","M.2 SATA","560 MB/s","380 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_24_8_4_18_196_00.jpg"
"1698419607-132","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700010-dysk-ssd-transcend-120gb-m2-sata-ssd-820s.html","Transcend 120GB M.2 SATA SSD 820S","59,99 zł","120 GB","M.2 SATA","500 MB/s","350 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_24_8_36_3_598_00.jpg"
"1698419610-133","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700048-dysk-ssd-patriot-2tb-m2-pcie-nvme-viper-vpn110.html","Patriot 2TB M.2 PCIe NVMe Viper VPN110","709,00 zł","2000 GB","PCIe NVMe 3.0 x4","3300 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_25_8_5_21_301_00.jpg"
"1698419614-134","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/714611-dysk-ssd-corsair-4tb-m2-pcie-gen4-nvme-mp600-pro-lpx.html","Corsair 4TB M.2 PCIe Gen4 NVMe MP600 Pro LPX","1 549,00 zł","4000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_19_7_35_46_458_04.jpg"
"1698419617-135","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734776-dysk-ssd-transcend-500gb-m2-pcie-nvme-110q.html","Transcend 500GB M.2 PCIe NVMe 110Q","149,00 zł","500 GB","PCIe NVMe 3.0 x4","1900 MB/s","900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_8_37_8_521_00.jpg"
"1698419621-136","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053777-dysk-ssd-silicon-power-2tb-25-sata-ssd-a55.html","Silicon Power 2TB 2,5"" SATA SSD A55","445,00 zł","2000 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_28_57_241_00.jpg"
"1698419625-137","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053782-dysk-ssd-silicon-power-250gb-m2-pcie-nvme-ud80.html","Silicon Power 250GB M.2 PCIe NVMe UD80","92,99 zł","256 GB","PCIe NVMe 3.0 x4","3400 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_5_35_850_00.jpg"
"1698419628-138","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053785-dysk-ssd-silicon-power-2tb-m2-pcie-nvme-ud80.html","Silicon Power 2TB M.2 PCIe NVMe UD80","499,00 zł","2000 GB","PCIe NVMe 3.0 x4","3400 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_4_34_16_00.jpg"
"1698419631-139","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053960-dysk-ssd-apacer-512gb-m2-pcie-nvme-zadak-twsg3.html","Apacer 512GB M.2 PCIe NVMe ZADAK TWSG3","199,00 zł","512 GB","PCIe NVMe 3.0 x4","3400 MB/s","2400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_12_9_50_112_02.jpg"
"1698419634-140","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1067721-dysk-ssd-patriot-2tb-m2-pcie-nvme-p300.html","Patriot 2TB M.2 PCIe NVMe P300","449,00 zł","2000 GB","PCIe NVMe 3.0 x4","2100 MB/s","1650 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_1_9_36_31_567_00.jpg"
"1698419638-141","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1079936-dysk-ssd-corsair-8tb-m2-pcie-gen4-nvme-mp600-pro-xt.html","Corsair 8TB M.2 PCIe Gen4 NVMe MP600 Pro XT","4 199,00 zł","8000 GB","PCIe NVMe 4.0 x4","7000 MB/s","6100 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_23_12_19_16_879_00.jpg"
"1698419642-142","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1106868-dysk-ssd-wd-480gb-m2-sata-ssd-green.html","WD 480GB M.2 SATA SSD Green","189,00 zł","480 GB","M.2 SATA","545 MB/s","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_13_0_19_198_01.jpg"
"1698419645-143","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107494-dysk-ssd-adata-512gb-m2-pcie-gen4-nvme-legend-850.html","ADATA 512GB M.2 PCIe Gen4 NVMe LEGEND 850","179,00 zł","512 GB","PCIe NVMe 4.0 x4","5000 MB/s","2700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_13_12_25_16_216_00.jpg"
"1698419648-144","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1113167-dysk-ssd-patriot-2tb-m2-pcie-gen4-nvme-p400-lite.html","Patriot 2TB M.2 PCIe Gen4 NVMe P400 Lite","479,00 zł","2000 GB","PCIe NVMe 4.0 x4","3500 MB/s","2700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_13_31_48_543_00.jpg"
"1698419651-145","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1120485-dysk-ssd-seagate-500gb-m2-pcie-gen4-nvme-firecuda-520.html","Seagate 500GB M.2 PCIe Gen4 NVMe FireCuda 520","189,00 zł","500 GB","PCIe NVMe 4.0 x4","5000 MB/s","3900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_27_12_12_18_719_00.jpg"
"1698419656-146","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1127783-dysk-ssd-silicon-power-1tb-m2-pcie-gen4-nvme-ud85.html","Silicon Power 1TB M.2 PCIe Gen4 NVMe UD85","349,00 zł","1000 GB","PCIe NVMe 4.0 x4","3600 MB/s","2800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_17_7_46_41_449_02.jpg"
"1698419659-147","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1129973-dysk-ssd-kingston-4tb-m2-gen4-pcie-nvme-nv2.html","Kingston 4TB M.2 Gen4 PCIe NVMe NV2","1 059,00 zł","4000 GB","PCIe NVMe 4.0 x4","3500 MB/s","2800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_22_13_20_52_498_03.jpg"
"1698419662-148","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1134801-dysk-ssd-apacer-512gb-m2-pcie-gen4-nvme-zadak-twsg4s.html","Apacer 512GB M.2 PCIe Gen4 NVMe ZADAK TWSG4S","279,00 zł","512 GB","PCIe NVMe 4.0 x4","7000 MB/s","3800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_13_11_14_720_00.jpg"
"1698419664-149","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1135050-dysk-ssd-msi-2tb-m2-pcie-gen5-nvme-spatium-m570-hs.html","MSI 2TB M.2 PCIe Gen5 NVMe Spatium M570 HS","1 349,00 zł","2000 GB","PCIe NVMe 5.0 x4","10000 MB/s","10000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_13_31_58_700_04.jpg"
"1698419668-150","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1136265-dysk-ssd-apacer-256gb-25-sata-ssd-as350.html","Apacer 256GB 2,5"" SATA SSD AS350","92,99 zł","256 GB","2,5"" SATA","560 MB/s","540 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_12_26_25_147_03.jpg"
"1698419671-151","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1136272-dysk-ssd-apacer-512gb-m2-pcie-nvme-as2280p4x.html","Apacer 512GB M.2 PCIe NVMe AS2280P4X","149,00 zł","512 GB","PCIe NVMe 3.0 x4","2100 MB/s","1500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_11_22_6_701_00.jpg"
"1698419675-152","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1138150-dysk-ssd-adata-500gb-m2-pcie-gen4-nvme-legend-800.html","ADATA 500GB M.2 PCIe Gen4 NVMe LEGEND 800","169,00 zł","500 GB","PCIe NVMe 4.0 x4","3500 MB/s","2200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_9_41_32_810_05.jpg"
"1698419679-153","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1138298-dysk-ssd-mushkin-512gb-m2-pcie-gen4-nvme-vortex.html","Mushkin 512GB M.2 PCIe Gen4 NVMe Vortex","229,00 zł","512 GB","PCIe NVMe 4.0 x4","6750 MB/s","2635 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_13_33_44_804_04.jpg"
"1698419682-154","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1147434-dysk-ssd-corsair-2tb-m2-pcie-gen4-nvme-mp600-pro-lpx-white.html","Corsair 2TB M.2 PCIe Gen4 NVMe MP600 Pro LPX White","699,00 zł","2000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_31_12_32_51_165_00.jpg"
"1698419686-155","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1147435-dysk-ssd-corsair-4tb-m2-pcie-gen4-nvme-mp600-pro-lpx-white.html","Corsair 4TB M.2 PCIe Gen4 NVMe MP600 Pro LPX White","1 549,00 zł","4000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_31_12_35_25_544_00.jpg"
"1698419690-156","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1148126-dysk-ssd-apacer-512gb-m2-pcie-gen4-nvme-as2280q4u-heatsink.html","Apacer 512GB M.2 PCIe Gen4 NVMe AS2280Q4U Heatsink","269,00 zł","512 GB","PCIe NVMe 4.0 x4","7400 MB/s","7000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_7_9_14_10_186_00.jpg"
"1698419694-157","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1149957-dysk-ssd-crucial-1tb-m2-pcie-gen5-nvme-t700-heatsink.html","Crucial 1TB M.2 PCIe Gen5 NVMe T700 Heatsink","999,00 zł","1000 GB","PCIe NVMe 5.0 x4","11700 MB/s","9500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_15_13_37_31_232_00.jpg"
"1698419697-158","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1149959-dysk-ssd-crucial-4tb-m2-pcie-gen5-nvme-t700-heatsink.html","Crucial 4TB M.2 PCIe Gen5 NVMe T700 Heatsink","3 099,00 zł","4000 GB","PCIe NVMe 5.0 x4","12400 MB/s","11800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_15_13_37_31_232_00.jpg"
"1698419710-159","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171734-dysk-ssd-kingston-480gb-25-sata-dc600m.html","Kingston 480GB 2,5"" SATA DC600M","339,00 zł","480 GB","2,5"" SATA","560 MB/s","470 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_10_54_48_127_00.jpg"
"1698419712-160","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171738-dysk-ssd-kingston-192tb-25-sata-dc600m.html","Kingston 1,92TB 2,5"" SATA DC600M","769,00 zł","1920 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_11_5_49_119_00.jpg"
"1698419716-161","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171765-dysk-ssd-transcend-4tb-m2-pcie-gen4-nvme-250h.html","Transcend 4TB M.2 PCIe Gen4 NVMe 250H","1 269,00 zł","4000 GB","PCIe NVMe 4.0 x4","7500 MB/s","6700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_37_4_163_00.jpg"
"1698419719-162","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171779-dysk-ssd-transcend-256gb-m2-2242-pcie-nvme-400s.html","Transcend 256GB M.2 2242 PCIe NVMe 400S","139,00 zł","256 GB","PCIe NVMe 3.0 x4","2000 MB/s","1000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_11_55_23_930_00.jpg"
"1698419722-163","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171785-dysk-ssd-transcend-512gb-m2-2230-pcie-nvme-300s.html","Transcend 512GB M.2 2230 PCIe NVMe 300S","189,00 zł","512 GB","PCIe NVMe 3.0 x4","2000 MB/s","1100 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_12_29_21_264_00.jpg"
"1698419724-164","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171798-dysk-ssd-transcend-1tb-m2-sata-825s.html","Transcend 1TB M.2 SATA 825S","239,00 zł","1000 GB","M.2 SATA","550 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_11_56_1_232_00.jpg"
"1698419728-165","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171814-dysk-ssd-transcend-128gb-msata-220s.html","Transcend 128GB mSATA 220S","78,99 zł","128 GB","mSATA","560 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_31_7_17_6_376_00.jpg"
"1698419733-166","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171815-dysk-ssd-transcend-256gb-msata-220s.html","Transcend 256GB mSATA 220S","105,00 zł","256 GB","mSATA","560 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_31_7_17_6_376_00.jpg"
"1698419739-167","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/429113-dysk-ssd-silicon-power-256gb-m2-sata-ssd-a55.html","Silicon Power 256GB M.2 SATA SSD A55","87,99 zł","256 GB","M.2 SATA","550 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/5/pr_2018_5_11_18_33_34_617_00.jpg"
"1698419743-168","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/434115-dysk-ssd-silicon-power-128gb-m2-sata-ssd-a55.html","Silicon Power 128GB M.2 SATA SSD A55","59,99 zł","128 GB","M.2 SATA","550 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/5/pr_2018_5_11_18_33_34_617_00.jpg"
"1698419748-169","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/446342-dysk-ssd-silicon-power-128gb-25-sata-ssd-a55.html","Silicon Power 128GB 2,5"" SATA SSD A55","61,99 zł","128 GB","2,5"" SATA","550 MB/s","420 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_1_15_45_28_109_00.jpg"
"1698419752-170","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/474473-dysk-ssd-adata-1tb-m2-pcie-nvme-xpg-gammix-s11-pro.html","ADATA 1TB M.2 PCIe NVMe XPG GAMMIX S11 Pro","269,00 zł","1000 GB","PCIe NVMe 3.0 x4","3350 MB/s","2800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_21_12_56_16_525_01.jpg"
"1698419757-171","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/500613-dysk-ssd-adata-512gb-m2-pcie-nvme-xpg-spectrix-s40g-rgb.html","ADATA 512GB M.2 PCIe NVMe XPG SPECTRIX S40G RGB","179,00 zł","512 GB","PCIe NVMe 3.0 x4","3500 MB/s","1900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/6/pr_2019_6_7_8_38_10_757_00.jpg"
"1698419761-172","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/511738-dysk-ssd-adata-480gb-m2-sata-ssd-ultimate-su650.html","ADATA 480GB M.2 SATA SSD Ultimate SU650","139,00 zł","480 GB","M.2 SATA","550 MB/s","510 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/8/pr_2019_8_20_12_52_21_517_00.jpg"
"1698419765-173","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/514433-dysk-ssd-team-group-256gb-25-sata-ssd-gx2.html","Team Group 256GB 2,5"" SATA SSD GX2","93,99 zł","256 GB","2,5"" SATA","500 MB/s","400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_10_8_15_16_379_00.jpg"
"1698419769-174","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/523979-dysk-ssd-silicon-power-1tb-m2-pcie-nvme-a60.html","Silicon Power 1TB M.2 PCIe NVMe A60","259,00 zł","1000 GB","PCIe NVMe 3.0 x4","2200 MB/s","1600 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_24_12_57_19_561_00.jpg"
"1698419773-175","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/646473-dysk-ssd-patriot-2tb-m2-pcie-gen4-nvme-viper-vp4300.html","Patriot 2TB M.2 PCIe Gen4 NVMe Viper VP4300","699,00 zł","2000 GB","PCIe NVMe 4.0 x4","7400 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_14_12_9_13_495_00.jpg"
"1698419778-176","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/672198-dysk-ssd-corsair-4tb-m2-pcie-gen4-nvme-mp600-pro.html","Corsair 4TB M.2 PCIe Gen4 NVMe MP600 Pro","1 499,00 zł","4000 GB","PCIe NVMe 4.0 x4","7000 MB/s","6850 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_4_7_36_7_503_04.jpg"
